NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Last_Updated
AY0199,Cough - Kasa Pittaja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY0200,Cold - Pratishyaya Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0201,Hemorrhoids - Arsha Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0202,Urinary Stones - Ashmari Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0203,Jaundice - Kamala Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0204,Leucorrhea - Shweta Pradara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0205,Impotence - Klaibya Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0206,Gout - Vatarakta Pittaja,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY0207,Sciatica - Gridhrasi Kaphaja,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY0208,Vertigo - Bhrama Sannipataja,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY0209,Sinusitis - Dushta Pratishyaya Chronic,,Unknown,2A81.7,Diffuse large Bcell lymphoma associated with Chronic inflammation,0.700,High,Optimized Semantic Matching,2025-09-04
AY0210,Bronchitis - Kasa Roga Acute,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0211,Fever - Jwara,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY0212,Diabetes - Madhumeha Vataja,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY0213,Hypertension - Rakta Gata Vata Pittaja,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY0214,Arthritis - Sandhivata Kaphaja,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY0215,Asthma - Tamaka Shwasa Sannipataja,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY0216,Migraine - Ardhavabhedaka Chronic,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY0217,Depression - Vishada Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0218,Gastritis - Amlapitta,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0219,Insomnia - Anidra Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0220,Constipation - Vibandha Pittaja,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY0221,Obesity - Medoroga Kaphaja,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY0222,Anemia - Pandu Sannipataja,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY0223,Psoriasis - Kitibha Chronic,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0224,Eczema - Vicharchika Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0225,Urticaria - Sheetapitta,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0226,Rheumatism - Amavata Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0227,Epilepsy - Apasmara Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0228,Diarrhea - Atisara Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0229,Cough - Kasa Sannipataja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY0230,Cold - Pratishyaya Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0231,Hemorrhoids - Arsha Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0232,Urinary Stones - Ashmari,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0233,Jaundice - Kamala Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0234,Leucorrhea - Shweta Pradara Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0235,Impotence - Klaibya Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0236,Gout - Vatarakta Sannipataja,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY0237,Sciatica - Gridhrasi Chronic,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY0238,Vertigo - Bhrama Acute,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY0239,Sinusitis - Dushta Pratishyaya,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY0240,Bronchitis - Kasa Roga Vataja,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0241,Fever - Jwara Pittaja,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY0242,Diabetes - Madhumeha Kaphaja,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY0243,Hypertension - Rakta Gata Vata Sannipataja,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY0244,Arthritis - Sandhivata Chronic,,Unknown,2A81.7,Diffuse large Bcell lymphoma associated with Chronic inflammation,0.700,High,Optimized Semantic Matching,2025-09-04
AY0245,Asthma - Tamaka Shwasa Acute,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY0246,Migraine - Ardhavabhedaka,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY0247,Depression - Vishada Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0248,Gastritis - Amlapitta Pittaja,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0249,Insomnia - Anidra Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0250,Constipation - Vibandha Sannipataja,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY0251,Obesity - Medoroga Chronic,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY0252,Anemia - Pandu Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0253,Psoriasis - Kitibha,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0254,Eczema - Vicharchika Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0255,Urticaria - Sheetapitta Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0256,Rheumatism - Amavata Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0257,Epilepsy - Apasmara Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0258,Diarrhea - Atisara Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0259,Cough - Kasa Acute,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY0260,Cold - Pratishyaya,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0261,Hemorrhoids - Arsha Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0262,Urinary Stones - Ashmari Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0263,Jaundice - Kamala Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0264,Leucorrhea - Shweta Pradara Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0265,Impotence - Klaibya Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0266,Gout - Vatarakta Acute,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY0267,Sciatica - Gridhrasi,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY0268,Vertigo - Bhrama Vataja,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY0269,Sinusitis - Dushta Pratishyaya Pittaja,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY0270,Bronchitis - Kasa Roga Kaphaja,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0271,Fever - Jwara Sannipataja,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY0272,Diabetes - Madhumeha Chronic,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY0273,Hypertension - Rakta Gata Vata Acute,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY0274,Arthritis - Sandhivata,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY0275,Asthma - Tamaka Shwasa Vataja,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY0276,Migraine - Ardhavabhedaka Pittaja,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY0277,Depression - Vishada Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0278,Gastritis - Amlapitta Sannipataja,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0279,Insomnia - Anidra Chronic,,Unknown,7A00,Chronic insomnia,0.400,Low,Optimized Semantic Matching,2025-09-04
AY0280,Constipation - Vibandha Acute,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY0281,Obesity - Medoroga,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY0282,Anemia - Pandu Vataja,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY0283,Psoriasis - Kitibha Pittaja,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0284,Eczema - Vicharchika Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0285,Urticaria - Sheetapitta Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0286,Rheumatism - Amavata Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0287,Epilepsy - Apasmara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0288,Diarrhea - Atisara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0289,Cough - Kasa Vataja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY0290,Cold - Pratishyaya Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0291,Hemorrhoids - Arsha Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0292,Urinary Stones - Ashmari Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0293,Jaundice - Kamala Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0294,Leucorrhea - Shweta Pradara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0295,Impotence - Klaibya,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0296,Gout - Vatarakta Vataja,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY0297,Sciatica - Gridhrasi Pittaja,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY0298,Vertigo - Bhrama Kaphaja,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY0299,Sinusitis - Dushta Pratishyaya Sannipataja,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY0300,Bronchitis - Kasa Roga Chronic,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0301,Fever - Jwara Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
AY0302,Diabetes - Madhumeha,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY0303,Hypertension - Rakta Gata Vata Vataja,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY0304,Arthritis - Sandhivata Pittaja,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY0305,Asthma - Tamaka Shwasa Kaphaja,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY0306,Migraine - Ardhavabhedaka Sannipataja,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY0307,Depression - Vishada Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0308,Gastritis - Amlapitta Acute,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0309,Insomnia - Anidra,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0310,Constipation - Vibandha Vataja,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY0311,Obesity - Medoroga Pittaja,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY0312,Anemia - Pandu Kaphaja,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY0313,Psoriasis - Kitibha Sannipataja,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0314,Eczema - Vicharchika Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0315,Urticaria - Sheetapitta Acute,,Unknown,EB00.0,Acute Urticaria,0.400,Low,Optimized Semantic Matching,2025-09-04
AY0316,Rheumatism - Amavata,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0317,Epilepsy - Apasmara Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0318,Diarrhea - Atisara Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0319,Cough - Kasa Kaphaja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY0320,Cold - Pratishyaya Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0321,Hemorrhoids - Arsha Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0322,Urinary Stones - Ashmari Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0323,Jaundice - Kamala,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0324,Leucorrhea - Shweta Pradara Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0325,Impotence - Klaibya Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0326,Gout - Vatarakta Kaphaja,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY0327,Sciatica - Gridhrasi Sannipataja,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY0328,Vertigo - Bhrama Chronic,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY0329,Sinusitis - Dushta Pratishyaya Acute,,Unknown,1E91.41,Acute herpetic geniculate ganglionitis,0.700,High,Optimized Semantic Matching,2025-09-04
AY0330,Bronchitis - Kasa Roga,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0331,Fever - Jwara Vataja,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY0332,Diabetes - Madhumeha Pittaja,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY0333,Hypertension - Rakta Gata Vata Kaphaja,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY0334,Arthritis - Sandhivata Sannipataja,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY0335,Asthma - Tamaka Shwasa Chronic,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY0336,Migraine - Ardhavabhedaka Acute,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY0337,Depression - Vishada,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0338,Gastritis - Amlapitta Vataja,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0339,Insomnia - Anidra Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0340,Constipation - Vibandha Kaphaja,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY0341,Obesity - Medoroga Sannipataja,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY0342,Anemia - Pandu Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0343,Psoriasis - Kitibha Acute,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY0344,Eczema - Vicharchika,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0345,Urticaria - Sheetapitta Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0346,Rheumatism - Amavata Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0347,Epilepsy - Apasmara Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0348,Diarrhea - Atisara Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0349,Cough - Kasa Chronic,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY0350,Cold - Pratishyaya Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0351,Hemorrhoids - Arsha,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0352,Urinary Stones - Ashmari Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0353,Jaundice - Kamala Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0354,Leucorrhea - Shweta Pradara Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY0355,Impotence - Klaibya Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
