NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Medical_System,Last_Updated
AY0184,Arthritis - Sandhivata Vataja,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0185,Asthma - Tamaka Shwasa Pittaja,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0186,Migraine - Ardhavabhedaka Kaphaja,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0187,Depression - Vishada Sannipataja,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0188,Gastritis - Amlapitta Chronic,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0189,Insomnia - Anidra Acute,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0190,Constipation - Vibandha,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0191,Obesity - Medoroga Vataja,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0192,Anemia - Pandu Pittaja,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0193,Psoriasis - Kitibha Kaphaja,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0194,Eczema - Vicharchika Sannipataja,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0195,Urticaria - Sheetapitta Chronic,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0196,Rheumatism - Amavata Acute,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0197,Epilepsy - Apasmara,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0198,Diarrhea - Atisara Vataja,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0199,Cough - Kasa Pittaja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0200,Cold - Pratishyaya Kaphaja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0201,Hemorrhoids - Arsha Sannipataja,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0202,Urinary Stones - Ashmari Chronic,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0203,Jaundice - Kamala Acute,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0204,Leucorrhea - Shweta Pradara,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0205,Impotence - Klaibya Vataja,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0206,Gout - Vatarakta Pittaja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0207,Sciatica - Gridhrasi Kaphaja,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0208,Vertigo - Bhrama Sannipataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0209,Sinusitis - Dushta Pratishyaya Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0210,Bronchitis - Kasa Roga Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0211,Fever - Jwara,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0212,Diabetes - Madhumeha Vataja,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0213,Hypertension - Rakta Gata Vata Pittaja,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0214,Arthritis - Sandhivata Kaphaja,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0215,Asthma - Tamaka Shwasa Sannipataja,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0216,Migraine - Ardhavabhedaka Chronic,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0217,Depression - Vishada Acute,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0218,Gastritis - Amlapitta,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0219,Insomnia - Anidra Vataja,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0220,Constipation - Vibandha Pittaja,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0221,Obesity - Medoroga Kaphaja,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0222,Anemia - Pandu Sannipataja,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0223,Psoriasis - Kitibha Chronic,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0224,Eczema - Vicharchika Acute,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0225,Urticaria - Sheetapitta,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0226,Rheumatism - Amavata Vataja,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0227,Epilepsy - Apasmara Pittaja,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0228,Diarrhea - Atisara Kaphaja,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0229,Cough - Kasa Sannipataja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0230,Cold - Pratishyaya Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0231,Hemorrhoids - Arsha Acute,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0232,Urinary Stones - Ashmari,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0233,Jaundice - Kamala Vataja,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0234,Leucorrhea - Shweta Pradara Pittaja,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0235,Impotence - Klaibya Kaphaja,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0236,Gout - Vatarakta Sannipataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0237,Sciatica - Gridhrasi Chronic,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0238,Vertigo - Bhrama Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0239,Sinusitis - Dushta Pratishyaya,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0240,Bronchitis - Kasa Roga Vataja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0241,Fever - Jwara Pittaja,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0242,Diabetes - Madhumeha Kaphaja,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0243,Hypertension - Rakta Gata Vata Sannipataja,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0244,Arthritis - Sandhivata Chronic,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0245,Asthma - Tamaka Shwasa Acute,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0246,Migraine - Ardhavabhedaka,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0247,Depression - Vishada Vataja,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0248,Gastritis - Amlapitta Pittaja,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0249,Insomnia - Anidra Kaphaja,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0250,Constipation - Vibandha Sannipataja,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0251,Obesity - Medoroga Chronic,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0252,Anemia - Pandu Acute,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0253,Psoriasis - Kitibha,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0254,Eczema - Vicharchika Vataja,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0255,Urticaria - Sheetapitta Pittaja,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0256,Rheumatism - Amavata Kaphaja,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0257,Epilepsy - Apasmara Sannipataja,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0258,Diarrhea - Atisara Chronic,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0259,Cough - Kasa Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0260,Cold - Pratishyaya,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0261,Hemorrhoids - Arsha Vataja,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0262,Urinary Stones - Ashmari Pittaja,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0263,Jaundice - Kamala Kaphaja,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0264,Leucorrhea - Shweta Pradara Sannipataja,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0265,Impotence - Klaibya Chronic,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0266,Gout - Vatarakta Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0267,Sciatica - Gridhrasi,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0268,Vertigo - Bhrama Vataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0269,Sinusitis - Dushta Pratishyaya Pittaja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0270,Bronchitis - Kasa Roga Kaphaja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0271,Fever - Jwara Sannipataja,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0272,Diabetes - Madhumeha Chronic,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0273,Hypertension - Rakta Gata Vata Acute,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0274,Arthritis - Sandhivata,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0275,Asthma - Tamaka Shwasa Vataja,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0276,Migraine - Ardhavabhedaka Pittaja,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0277,Depression - Vishada Kaphaja,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0278,Gastritis - Amlapitta Sannipataja,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0279,Insomnia - Anidra Chronic,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0280,Constipation - Vibandha Acute,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0281,Obesity - Medoroga,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0282,Anemia - Pandu Vataja,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0283,Psoriasis - Kitibha Pittaja,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0284,Eczema - Vicharchika Kaphaja,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0285,Urticaria - Sheetapitta Sannipataja,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0286,Rheumatism - Amavata Chronic,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0287,Epilepsy - Apasmara Acute,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0288,Diarrhea - Atisara,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0289,Cough - Kasa Vataja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0290,Cold - Pratishyaya Pittaja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0291,Hemorrhoids - Arsha Kaphaja,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0292,Urinary Stones - Ashmari Sannipataja,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0293,Jaundice - Kamala Chronic,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0294,Leucorrhea - Shweta Pradara Acute,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0295,Impotence - Klaibya,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0296,Gout - Vatarakta Vataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0297,Sciatica - Gridhrasi Pittaja,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0298,Vertigo - Bhrama Kaphaja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0299,Sinusitis - Dushta Pratishyaya Sannipataja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0300,Bronchitis - Kasa Roga Chronic,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0301,Fever - Jwara Acute,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0302,Diabetes - Madhumeha,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0303,Hypertension - Rakta Gata Vata Vataja,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0304,Arthritis - Sandhivata Pittaja,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0305,Asthma - Tamaka Shwasa Kaphaja,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0306,Migraine - Ardhavabhedaka Sannipataja,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0307,Depression - Vishada Chronic,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0308,Gastritis - Amlapitta Acute,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0309,Insomnia - Anidra,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0310,Constipation - Vibandha Vataja,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0311,Obesity - Medoroga Pittaja,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0312,Anemia - Pandu Kaphaja,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0313,Psoriasis - Kitibha Sannipataja,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0314,Eczema - Vicharchika Chronic,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0315,Urticaria - Sheetapitta Acute,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0316,Rheumatism - Amavata,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0317,Epilepsy - Apasmara Vataja,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0318,Diarrhea - Atisara Pittaja,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0319,Cough - Kasa Kaphaja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0320,Cold - Pratishyaya Sannipataja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0321,Hemorrhoids - Arsha Chronic,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0322,Urinary Stones - Ashmari Acute,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0323,Jaundice - Kamala,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0324,Leucorrhea - Shweta Pradara Vataja,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0325,Impotence - Klaibya Pittaja,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0326,Gout - Vatarakta Kaphaja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0327,Sciatica - Gridhrasi Sannipataja,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0328,Vertigo - Bhrama Chronic,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0329,Sinusitis - Dushta Pratishyaya Acute,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
