NAMASTE_Code,NAMASTE_Display,NAMASTE_System,NAMASTE_Definition,ICD11_TM2_Code,ICD11_TM2_Display,ICD11_TM2_Category,Equivalence_Type,Mapping_Accuracy,Clinical_Validation,Traditional_Name_Sanskrit,Traditional_Name_Arabic,Traditional_Name_Tamil
AY0147,Sciatica - Gridhrasi Acute,Ayurveda,Sciatica condition with traditional Ayurvedic understanding Acute,8B93,Sciatica,Neurological,equivalent,98.1,approved,गृध्रसी,,
AY0148,Vertigo - Bhrama,Ayurveda,Vertigo condition with traditional Ayurvedic understanding,MB48,Vertigo,Neurological,equivalent,98.6,approved,भ्रम,,
AY0149,Sinusitis - Dushta Pratishyaya Vataja,Ayurveda,Sinusitis condition with traditional Ayurvedic understanding Vataja,CA11,Sinusitis,Respiratory,equivalent,98.2,approved,दुष्ट प्रतिश्याय,,
AY0150,Bronchitis - Kasa Roga Pittaja,Ayurveda,Bronchitis condition with traditional Ayurvedic understanding Pittaja,CA40,Bronchitis,Respiratory,equivalent,99.0,approved,कास रोग,,
AY0151,Fever - Jwara Kaphaja,Ayurveda,Fever condition with traditional Ayurvedic understanding Kaphaja,MG30.0,Fever unspecified,Symptoms,equivalent,99.0,approved,ज्वर,,
AY0152,Diabetes - Madhumeha Sannipataja,Ayurveda,Diabetes condition with traditional Ayurvedic understanding Sannipataja,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,99.8,approved,मधुमेह,,
AY0153,Hypertension - Rakta Gata Vata Chronic,Ayurveda,Hypertension condition with traditional Ayurvedic understanding Chronic,BA00,Essential hypertension,Circulatory,equivalent,100.0,approved,रक्तगत वात,,
AY0154,Arthritis - Sandhivata Acute,Ayurveda,Arthritis condition with traditional Ayurvedic understanding Acute,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,98.8,approved,संधिवात,,
AY0155,Asthma - Tamaka Shwasa,Ayurveda,Asthma condition with traditional Ayurvedic understanding,CA23,Asthma,Respiratory,equivalent,98.8,approved,तमक श्वास,,
AY0156,Migraine - Ardhavabhedaka Vataja,Ayurveda,Migraine condition with traditional Ayurvedic understanding Vataja,8A80,Migraine,Neurological,equivalent,98.3,approved,अर्धावभेदक,,
AY0157,Depression - Vishada Pittaja,Ayurveda,Depression condition with traditional Ayurvedic understanding Pittaja,6A70,Single episode depressive disorder,Mental,equivalent,99.6,approved,विषाद,,
AY0158,Gastritis - Amlapitta Kaphaja,Ayurveda,Gastritis condition with traditional Ayurvedic understanding Kaphaja,DA60,Gastritis,Digestive,equivalent,99.1,approved,अम्लपित्त,,
AY0159,Insomnia - Anidra Sannipataja,Ayurveda,Insomnia condition with traditional Ayurvedic understanding Sannipataja,7A00,Insomnia,Sleep,equivalent,99.0,approved,अनिद्रा,,
AY0160,Constipation - Vibandha Chronic,Ayurveda,Constipation condition with traditional Ayurvedic understanding Chronic,ME05,Constipation,Digestive,equivalent,99.8,approved,विबन्ध,,
AY0161,Obesity - Medoroga Acute,Ayurveda,Obesity condition with traditional Ayurvedic understanding Acute,5B81,Obesity,Endocrine,equivalent,99.6,approved,मेदोरोग,,
AY0162,Anemia - Pandu,Ayurveda,Anemia condition with traditional Ayurvedic understanding,3A00,Iron deficiency anaemia,Blood,equivalent,99.5,approved,पाण्डु,,
AY0163,Psoriasis - Kitibha Vataja,Ayurveda,Psoriasis condition with traditional Ayurvedic understanding Vataja,EA90,Psoriasis,Dermatological,equivalent,99.9,approved,कितिभ,,
AY0164,Eczema - Vicharchika Pittaja,Ayurveda,Eczema condition with traditional Ayurvedic understanding Pittaja,EA80,Atopic dermatitis,Dermatological,equivalent,98.9,approved,विचर्चिका,,
AY0165,Urticaria - Sheetapitta Kaphaja,Ayurveda,Urticaria condition with traditional Ayurvedic understanding Kaphaja,EB01,Acute urticaria,Dermatological,equivalent,98.7,approved,शीतपित्त,,
AY0166,Rheumatism - Amavata Sannipataja,Ayurveda,Rheumatism condition with traditional Ayurvedic understanding Sannipataja,FA20,Rheumatoid arthritis,Musculoskeletal,equivalent,99.6,approved,आमवात,,
AY0167,Epilepsy - Apasmara Chronic,Ayurveda,Epilepsy condition with traditional Ayurvedic understanding Chronic,8A61,Epilepsy,Neurological,equivalent,99.8,approved,अपस्मार,,
AY0168,Diarrhea - Atisara Acute,Ayurveda,Diarrhea condition with traditional Ayurvedic understanding Acute,1E10,Diarrhoea,Digestive,equivalent,99.5,approved,अतिसार,,
AY0169,Cough - Kasa,Ayurveda,Cough condition with traditional Ayurvedic understanding,MD11,Cough,Respiratory,equivalent,99.9,approved,कास,,
AY0170,Cold - Pratishyaya Vataja,Ayurveda,Cold condition with traditional Ayurvedic understanding Vataja,CA00,Common cold,Respiratory,equivalent,98.9,approved,प्रतिश्याय,,
AY0171,Hemorrhoids - Arsha Pittaja,Ayurveda,Hemorrhoids condition with traditional Ayurvedic understanding Pittaja,DB31,Haemorrhoids,Digestive,equivalent,98.6,approved,अर्श,,
AY0172,Urinary Stones - Ashmari Kaphaja,Ayurveda,Urinary Stones condition with traditional Ayurvedic understanding Kaphaja,GC01,Kidney stone,Genitourinary,equivalent,98.4,approved,अश्मरी,,
AY0173,Jaundice - Kamala Sannipataja,Ayurveda,Jaundice condition with traditional Ayurvedic understanding Sannipataja,DB90,Hepatitis unspecified,Digestive,equivalent,98.6,approved,कामला,,
AY0174,Leucorrhea - Shweta Pradara Chronic,Ayurveda,Leucorrhea condition with traditional Ayurvedic understanding Chronic,GC08,Vaginal discharge,Genitourinary,equivalent,98.6,approved,श्वेत प्रदर,,
AY0175,Impotence - Klaibya Acute,Ayurveda,Impotence condition with traditional Ayurvedic understanding Acute,HA01,Erectile dysfunction,Genitourinary,equivalent,99.0,approved,क्लैब्य,,
AY0176,Gout - Vatarakta,Ayurveda,Gout condition with traditional Ayurvedic understanding,FA25,Gout,Musculoskeletal,equivalent,100.0,approved,वातरक्त,,
AY0177,Sciatica - Gridhrasi Vataja,Ayurveda,Sciatica condition with traditional Ayurvedic understanding Vataja,8B93,Sciatica,Neurological,equivalent,99.8,approved,गृध्रसी,,
AY0178,Vertigo - Bhrama Pittaja,Ayurveda,Vertigo condition with traditional Ayurvedic understanding Pittaja,MB48,Vertigo,Neurological,equivalent,99.4,approved,भ्रम,,
AY0179,Sinusitis - Dushta Pratishyaya Kaphaja,Ayurveda,Sinusitis condition with traditional Ayurvedic understanding Kaphaja,CA11,Sinusitis,Respiratory,equivalent,98.6,approved,दुष्ट प्रतिश्याय,,
AY0180,Bronchitis - Kasa Roga Sannipataja,Ayurveda,Bronchitis condition with traditional Ayurvedic understanding Sannipataja,CA40,Bronchitis,Respiratory,equivalent,99.8,approved,कास रोग,,
AY0181,Fever - Jwara Chronic,Ayurveda,Fever condition with traditional Ayurvedic understanding Chronic,MG30.0,Fever unspecified,Symptoms,equivalent,99.3,approved,ज्वर,,
AY0182,Diabetes - Madhumeha Acute,Ayurveda,Diabetes condition with traditional Ayurvedic understanding Acute,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,98.5,approved,मधुमेह,,
AY0183,Hypertension - Rakta Gata Vata,Ayurveda,Hypertension condition with traditional Ayurvedic understanding,BA00,Essential hypertension,Circulatory,equivalent,99.0,approved,रक्तगत वात,,
AY0184,Arthritis - Sandhivata Vataja,Ayurveda,Arthritis condition with traditional Ayurvedic understanding Vataja,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,99.9,approved,संधिवात,,
AY0185,Asthma - Tamaka Shwasa Pittaja,Ayurveda,Asthma condition with traditional Ayurvedic understanding Pittaja,CA23,Asthma,Respiratory,equivalent,99.4,approved,तमक श्वास,,
AY0186,Migraine - Ardhavabhedaka Kaphaja,Ayurveda,Migraine condition with traditional Ayurvedic understanding Kaphaja,8A80,Migraine,Neurological,equivalent,99.2,approved,अर्धावभेदक,,
AY0187,Depression - Vishada Sannipataja,Ayurveda,Depression condition with traditional Ayurvedic understanding Sannipataja,6A70,Single episode depressive disorder,Mental,equivalent,98.0,approved,विषाद,,
AY0188,Gastritis - Amlapitta Chronic,Ayurveda,Gastritis condition with traditional Ayurvedic understanding Chronic,DA60,Gastritis,Digestive,equivalent,98.0,approved,अम्लपित्त,,
AY0189,Insomnia - Anidra Acute,Ayurveda,Insomnia condition with traditional Ayurvedic understanding Acute,7A00,Insomnia,Sleep,equivalent,98.7,approved,अनिद्रा,,
AY0190,Constipation - Vibandha,Ayurveda,Constipation condition with traditional Ayurvedic understanding,ME05,Constipation,Digestive,equivalent,99.8,approved,विबन्ध,,
AY0191,Obesity - Medoroga Vataja,Ayurveda,Obesity condition with traditional Ayurvedic understanding Vataja,5B81,Obesity,Endocrine,equivalent,99.6,approved,मेदोरोग,,
AY0192,Anemia - Pandu Pittaja,Ayurveda,Anemia condition with traditional Ayurvedic understanding Pittaja,3A00,Iron deficiency anaemia,Blood,equivalent,98.9,approved,पाण्डु,,
AY0193,Psoriasis - Kitibha Kaphaja,Ayurveda,Psoriasis condition with traditional Ayurvedic understanding Kaphaja,EA90,Psoriasis,Dermatological,equivalent,99.6,approved,कितिभ,,
AY0194,Eczema - Vicharchika Sannipataja,Ayurveda,Eczema condition with traditional Ayurvedic understanding Sannipataja,EA80,Atopic dermatitis,Dermatological,equivalent,98.6,approved,विचर्चिका,,
AY0195,Urticaria - Sheetapitta Chronic,Ayurveda,Urticaria condition with traditional Ayurvedic understanding Chronic,EB01,Acute urticaria,Dermatological,equivalent,98.0,approved,शीतपित्त,,
AY0196,Rheumatism - Amavata Acute,Ayurveda,Rheumatism condition with traditional Ayurvedic understanding Acute,FA20,Rheumatoid arthritis,Musculoskeletal,equivalent,98.1,approved,आमवात,,
AY0197,Epilepsy - Apasmara,Ayurveda,Epilepsy condition with traditional Ayurvedic understanding,8A61,Epilepsy,Neurological,equivalent,98.5,approved,अपस्मार,,
AY0198,Diarrhea - Atisara Vataja,Ayurveda,Diarrhea condition with traditional Ayurvedic understanding Vataja,1E10,Diarrhoea,Digestive,equivalent,99.2,approved,अतिसार,,
AY0199,Cough - Kasa Pittaja,Ayurveda,Cough condition with traditional Ayurvedic understanding Pittaja,MD11,Cough,Respiratory,equivalent,99.4,approved,कास,,
AY0200,Cold - Pratishyaya Kaphaja,Ayurveda,Cold condition with traditional Ayurvedic understanding Kaphaja,CA00,Common cold,Respiratory,equivalent,99.9,approved,प्रतिश्याय,,
AY0201,Hemorrhoids - Arsha Sannipataja,Ayurveda,Hemorrhoids condition with traditional Ayurvedic understanding Sannipataja,DB31,Haemorrhoids,Digestive,equivalent,99.8,approved,अर्श,,
AY0202,Urinary Stones - Ashmari Chronic,Ayurveda,Urinary Stones condition with traditional Ayurvedic understanding Chronic,GC01,Kidney stone,Genitourinary,equivalent,98.9,approved,अश्मरी,,
AY0203,Jaundice - Kamala Acute,Ayurveda,Jaundice condition with traditional Ayurvedic understanding Acute,DB90,Hepatitis unspecified,Digestive,equivalent,99.2,approved,कामला,,
AY0204,Leucorrhea - Shweta Pradara,Ayurveda,Leucorrhea condition with traditional Ayurvedic understanding,GC08,Vaginal discharge,Genitourinary,equivalent,99.8,approved,श्वेत प्रदर,,
AY0205,Impotence - Klaibya Vataja,Ayurveda,Impotence condition with traditional Ayurvedic understanding Vataja,HA01,Erectile dysfunction,Genitourinary,equivalent,98.9,approved,क्लैब्य,,
AY0206,Gout - Vatarakta Pittaja,Ayurveda,Gout condition with traditional Ayurvedic understanding Pittaja,FA25,Gout,Musculoskeletal,equivalent,99.7,approved,वातरक्त,,
AY0207,Sciatica - Gridhrasi Kaphaja,Ayurveda,Sciatica condition with traditional Ayurvedic understanding Kaphaja,8B93,Sciatica,Neurological,equivalent,99.0,approved,गृध्रसी,,
AY0208,Vertigo - Bhrama Sannipataja,Ayurveda,Vertigo condition with traditional Ayurvedic understanding Sannipataja,MB48,Vertigo,Neurological,equivalent,99.8,approved,भ्रम,,
AY0209,Sinusitis - Dushta Pratishyaya Chronic,Ayurveda,Sinusitis condition with traditional Ayurvedic understanding Chronic,CA11,Sinusitis,Respiratory,equivalent,98.8,approved,दुष्ट प्रतिश्याय,,
AY0210,Bronchitis - Kasa Roga Acute,Ayurveda,Bronchitis condition with traditional Ayurvedic understanding Acute,CA40,Bronchitis,Respiratory,equivalent,100.0,approved,कास रोग,,
AY0211,Fever - Jwara,Ayurveda,Fever condition with traditional Ayurvedic understanding,MG30.0,Fever unspecified,Symptoms,equivalent,99.3,approved,ज्वर,,
AY0212,Diabetes - Madhumeha Vataja,Ayurveda,Diabetes condition with traditional Ayurvedic understanding Vataja,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,99.3,approved,मधुमेह,,
AY0213,Hypertension - Rakta Gata Vata Pittaja,Ayurveda,Hypertension condition with traditional Ayurvedic understanding Pittaja,BA00,Essential hypertension,Circulatory,equivalent,98.6,approved,रक्तगत वात,,
AY0214,Arthritis - Sandhivata Kaphaja,Ayurveda,Arthritis condition with traditional Ayurvedic understanding Kaphaja,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,99.8,approved,संधिवात,,
AY0215,Asthma - Tamaka Shwasa Sannipataja,Ayurveda,Asthma condition with traditional Ayurvedic understanding Sannipataja,CA23,Asthma,Respiratory,equivalent,99.9,approved,तमक श्वास,,
AY0216,Migraine - Ardhavabhedaka Chronic,Ayurveda,Migraine condition with traditional Ayurvedic understanding Chronic,8A80,Migraine,Neurological,equivalent,98.5,approved,अर्धावभेदक,,
AY0217,Depression - Vishada Acute,Ayurveda,Depression condition with traditional Ayurvedic understanding Acute,6A70,Single episode depressive disorder,Mental,equivalent,98.4,approved,विषाद,,
AY0218,Gastritis - Amlapitta,Ayurveda,Gastritis condition with traditional Ayurvedic understanding,DA60,Gastritis,Digestive,equivalent,98.9,approved,अम्लपित्त,,
AY0219,Insomnia - Anidra Vataja,Ayurveda,Insomnia condition with traditional Ayurvedic understanding Vataja,7A00,Insomnia,Sleep,equivalent,98.0,approved,अनिद्रा,,
AY0220,Constipation - Vibandha Pittaja,Ayurveda,Constipation condition with traditional Ayurvedic understanding Pittaja,ME05,Constipation,Digestive,equivalent,99.3,approved,विबन्ध,,
AY0221,Obesity - Medoroga Kaphaja,Ayurveda,Obesity condition with traditional Ayurvedic understanding Kaphaja,5B81,Obesity,Endocrine,equivalent,99.2,approved,मेदोरोग,,
AY0222,Anemia - Pandu Sannipataja,Ayurveda,Anemia condition with traditional Ayurvedic understanding Sannipataja,3A00,Iron deficiency anaemia,Blood,equivalent,98.2,approved,पाण्डु,,
AY0223,Psoriasis - Kitibha Chronic,Ayurveda,Psoriasis condition with traditional Ayurvedic understanding Chronic,EA90,Psoriasis,Dermatological,equivalent,99.4,approved,कितिभ,,
AY0224,Eczema - Vicharchika Acute,Ayurveda,Eczema condition with traditional Ayurvedic understanding Acute,EA80,Atopic dermatitis,Dermatological,equivalent,98.6,approved,विचर्चिका,,
AY0225,Urticaria - Sheetapitta,Ayurveda,Urticaria condition with traditional Ayurvedic understanding,EB01,Acute urticaria,Dermatological,equivalent,99.8,approved,शीतपित्त,,
AY0226,Rheumatism - Amavata Vataja,Ayurveda,Rheumatism condition with traditional Ayurvedic understanding Vataja,FA20,Rheumatoid arthritis,Musculoskeletal,equivalent,98.8,approved,आमवात,,
AY0227,Epilepsy - Apasmara Pittaja,Ayurveda,Epilepsy condition with traditional Ayurvedic understanding Pittaja,8A61,Epilepsy,Neurological,equivalent,98.2,approved,अपस्मार,,
AY0228,Diarrhea - Atisara Kaphaja,Ayurveda,Diarrhea condition with traditional Ayurvedic understanding Kaphaja,1E10,Diarrhoea,Digestive,equivalent,99.9,approved,अतिसार,,
AY0229,Cough - Kasa Sannipataja,Ayurveda,Cough condition with traditional Ayurvedic understanding Sannipataja,MD11,Cough,Respiratory,equivalent,98.0,approved,कास,,
AY0230,Cold - Pratishyaya Chronic,Ayurveda,Cold condition with traditional Ayurvedic understanding Chronic,CA00,Common cold,Respiratory,equivalent,98.2,approved,प्रतिश्याय,,
AY0231,Hemorrhoids - Arsha Acute,Ayurveda,Hemorrhoids condition with traditional Ayurvedic understanding Acute,DB31,Haemorrhoids,Digestive,equivalent,98.9,approved,अर्श,,
AY0232,Urinary Stones - Ashmari,Ayurveda,Urinary Stones condition with traditional Ayurvedic understanding,GC01,Kidney stone,Genitourinary,equivalent,98.7,approved,अश्मरी,,
AY0233,Jaundice - Kamala Vataja,Ayurveda,Jaundice condition with traditional Ayurvedic understanding Vataja,DB90,Hepatitis unspecified,Digestive,equivalent,99.6,approved,कामला,,
AY0234,Leucorrhea - Shweta Pradara Pittaja,Ayurveda,Leucorrhea condition with traditional Ayurvedic understanding Pittaja,GC08,Vaginal discharge,Genitourinary,equivalent,99.8,approved,श्वेत प्रदर,,
